song_name,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
Trancer,3:14,24.0,4.0,https://open.spotify.com/track/0EVWeNlLITV7JcvpG3VBx6,https://p.scdn.co/mp3-preview/75a77d1058dc60b52e40e21d560dce8b0987cb3e?cid=57b733e352a843eab708ae2a3e3c30bc,Hiphop,2014-05-19,7.0,https://i.scdn.co/image/ab67616d00001e02acef1225cbf8b5ce5068d617,https://open.spotify.com/album/3ztY3wEwMdxsAysoUcn7PM,Benal,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
Hvad Kan Jeg,3:02,26.0,7.0,https://open.spotify.com/track/6jaa12U9YltSWRH5GJDS69,https://p.scdn.co/mp3-preview/3579978a55c3854ca879013f5c0ca15260858bf3?cid=57b733e352a843eab708ae2a3e3c30bc,Benjamin Og Albert,2018-11-02,10.0,https://i.scdn.co/image/ab67616d00001e02354c90ac13c9f27ffb7d57ab,https://open.spotify.com/album/6Md1v2OborR8cZ31eNqlbc,Benal,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
You're the Only Good Thing In My Life,4:35,60.0,4.0,https://open.spotify.com/track/37xXDxPzfk5lnU8aNSRXfw,https://p.scdn.co/mp3-preview/c0f73c30e6039bb881df931ef8d74ed09efad234?cid=57b733e352a843eab708ae2a3e3c30bc,Cry,2019-10-25,9.0,https://i.scdn.co/image/ab67616d00001e02b0d93d82c831a2655e32762e,https://open.spotify.com/album/4uQ5kFmXQdCxz3WvM4UUzy,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
somendrøm - A COLORS SHOW,3:58,48.0,1.0,https://open.spotify.com/track/1Sbpc8Aeo5zxbqiI9MtW5A,https://p.scdn.co/mp3-preview/7cfd12edc22a0df4afb433212295e29bd6525469?cid=57b733e352a843eab708ae2a3e3c30bc,somendrøm - A COLORS SHOW,2021-01-21,1.0,https://i.scdn.co/image/ab67616d00001e0291ff09e317e73e2af03a19b3,https://open.spotify.com/album/06VO0idi3jszGg9JAN1cO8,Hans Philip,https://open.spotify.com/artist/6idjJt47PjFydVRrAlNw4C
Moth To A Flame (with The Weeknd),3:54,92.0,1.0,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA,https://p.scdn.co/mp3-preview/18dc3642cc0585b5adf12984cf614018763fce77?cid=57b733e352a843eab708ae2a3e3c30bc,Moth To A Flame,2021-10-22,1.0,https://i.scdn.co/image/ab67616d00001e022751f15ff6c8174e540b6fb4,https://open.spotify.com/album/3udIvIqyBG1RrHxXrUZDoK,Swedish House Mafia,https://open.spotify.com/artist/1h6Cn3P4NGzXbaXidqURXs
Falling In Love,4:05,69.0,8.0,https://open.spotify.com/track/0O0bttAxJKKWqAqY2Nq4mC,https://p.scdn.co/mp3-preview/eb95e365465c6da134d95d4c254f741dc913149d?cid=57b733e352a843eab708ae2a3e3c30bc,Cry,2019-10-25,9.0,https://i.scdn.co/image/ab67616d00001e02b0d93d82c831a2655e32762e,https://open.spotify.com/album/4uQ5kFmXQdCxz3WvM4UUzy,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
Seeing Green (with Drake & Lil Wayne),5:39,72.0,1.0,https://open.spotify.com/track/1TZv3bujNaYz646eezRE91,https://p.scdn.co/mp3-preview/de4eb520143ab82d0d2ee254eac4e902c0ab00ed?cid=57b733e352a843eab708ae2a3e3c30bc,Beam Me Up Scotty,2021-05-14,23.0,https://i.scdn.co/image/ab67616d00001e026d8b9f3e7337f6bff76ceff6,https://open.spotify.com/album/2upw5IrzeqKApIQZyx5o6r,Nicki Minaj,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh
Apocalypse,4:50,83.0,4.0,https://open.spotify.com/track/0yc6Gst2xkRu0eMLeRMGCX,https://p.scdn.co/mp3-preview/04bee3edc8f755300393ca581fac65b6fc39f61c?cid=57b733e352a843eab708ae2a3e3c30bc,Cigarettes After Sex,2017-06-09,10.0,https://i.scdn.co/image/ab67616d00001e0294d280f0006107be47bb4fe7,https://open.spotify.com/album/2mxFsS5yylSTHNivV53HoA,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
Young & Dumb,4:33,60.0,10.0,https://open.spotify.com/track/514vvD0m17sJuYzoOqcE2Q,https://p.scdn.co/mp3-preview/9c0cd8b97cd21d40867295d1f26fe964860d10e2?cid=57b733e352a843eab708ae2a3e3c30bc,Cigarettes After Sex,2017-06-09,10.0,https://i.scdn.co/image/ab67616d00001e0294d280f0006107be47bb4fe7,https://open.spotify.com/album/2mxFsS5yylSTHNivV53HoA,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
Hurra,3:34,49.0,6.0,https://open.spotify.com/track/05tlQu50JVdWljfaY8CuyV,https://p.scdn.co/mp3-preview/aaa674123866ea64f44a8bf0ddb10677009be86c?cid=57b733e352a843eab708ae2a3e3c30bc,Tesla,2021-03-05,11.0,https://i.scdn.co/image/ab67616d00001e023c7cd37f23ceeb258c7dc8fb,https://open.spotify.com/album/4z0LVLXsxgNf7LaDklX5u7,Benjamin Hav,https://open.spotify.com/artist/67pwWZtcg7U2P2keoeC9jW
City Morning Views,3:11,61.0,1.0,https://open.spotify.com/track/2fUmBPjqtxx9V6dF3CVGk8,https://p.scdn.co/mp3-preview/cb3418921a4b6c0b17c22f4b97fc79abbfb5ce67?cid=57b733e352a843eab708ae2a3e3c30bc,City Morning Views,2021-02-05,1.0,https://i.scdn.co/image/ab67616d00001e025d14cf7de5430ac596bc1174,https://open.spotify.com/album/15uAA6uYsCFT8qln2cPELk,Carrie Carlton Quartet,https://open.spotify.com/artist/1OCZIvbtTZEb26s3MDIxRG
Gå,2:43,31.0,7.0,https://open.spotify.com/track/7Fz1MGCR3Ak7zdd5joqvBn,https://p.scdn.co/mp3-preview/ad4cbdd5e6e2f775157bc0894cbf3108c2e4b08e?cid=57b733e352a843eab708ae2a3e3c30bc,Tesla,2021-03-05,11.0,https://i.scdn.co/image/ab67616d00001e023c7cd37f23ceeb258c7dc8fb,https://open.spotify.com/album/4z0LVLXsxgNf7LaDklX5u7,Benjamin Hav,https://open.spotify.com/artist/67pwWZtcg7U2P2keoeC9jW
Sunsetz,3:35,79.0,3.0,https://open.spotify.com/track/0SpkyS1Q4MD8GaVcP5YjT4,https://p.scdn.co/mp3-preview/58036eb4efc7e31ec867925227f1c2836806d50a?cid=57b733e352a843eab708ae2a3e3c30bc,Cigarettes After Sex,2017-06-09,10.0,https://i.scdn.co/image/ab67616d00001e0294d280f0006107be47bb4fe7,https://open.spotify.com/album/2mxFsS5yylSTHNivV53HoA,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
The Only Way Is Up - Radio Edit,3:09,52.0,1.0,https://open.spotify.com/track/0uvFFLI3Z6zidLLUsHDVVk,https://p.scdn.co/mp3-preview/2ddcda61622b140897446fe1070cca1c44f61600?cid=57b733e352a843eab708ae2a3e3c30bc,The Only Way Is Up,2015-12-11,2.0,https://i.scdn.co/image/ab67616d00001e023b4efc2263ea429d794bf7ee,https://open.spotify.com/album/7uRMRN3i207cnrLWzJIfRE,Martin Garrix,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ
Tæt,3:52,20.0,7.0,https://open.spotify.com/track/11iPmG1pyK9KMCe79SUWBk,https://p.scdn.co/mp3-preview/b015f7ac388994eef37758d27d95d4c62f090130?cid=57b733e352a843eab708ae2a3e3c30bc,Hiphop,2014-05-19,7.0,https://i.scdn.co/image/ab67616d00001e02acef1225cbf8b5ce5068d617,https://open.spotify.com/album/3ztY3wEwMdxsAysoUcn7PM,Benal,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
Best Part (feat. H.E.R.),3:29,80.0,2.0,https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux,https://p.scdn.co/mp3-preview/9daee70846dca6c7d4a7614bfb8a04faf8793f66?cid=57b733e352a843eab708ae2a3e3c30bc,Freudian,2017-08-25,10.0,https://i.scdn.co/image/ab67616d00001e023138f891f3075c9c5d944037,https://open.spotify.com/album/3xybjP7r2VsWzwvDQipdM0,Daniel Caesar,https://open.spotify.com/artist/20wkVLutqVOYrc0kxFs7rA
Dig,2:57,30.0,4.0,https://open.spotify.com/track/1CPylrbel65jjZ2jcAuCH0,https://p.scdn.co/mp3-preview/e9d286d83faac7c0390ab4396c5d21bcee0e2070?cid=57b733e352a843eab708ae2a3e3c30bc,Spice up your life,2020-01-03,13.0,https://i.scdn.co/image/ab67616d00001e02cd2b08ba9d34c95a06e43e89,https://open.spotify.com/album/1hTutgJr19rKIosEEKlfdu,Benjamin Hav,https://open.spotify.com/artist/67pwWZtcg7U2P2keoeC9jW
Seasons (with Khalid),4:10,46.0,1.0,https://open.spotify.com/track/19tuFV8B1ckjHzdRrH6Bqs,https://p.scdn.co/mp3-preview/0b02940710cf73c04a1db27f18ad966f0345dabe?cid=57b733e352a843eab708ae2a3e3c30bc,Seasons (with Khalid),2019-08-09,1.0,https://i.scdn.co/image/ab67616d00001e02981621e27eaf58f47401cb4a,https://open.spotify.com/album/39g2Ja05Jgah0iO3TGI11f,6LACK,https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83
Each Time You Fall in Love,4:50,67.0,2.0,https://open.spotify.com/track/2hIsd0F6ZGfHCC1xa7vSad,https://p.scdn.co/mp3-preview/723b288b209089c2a0e23b97c289e6a2a72f4a6c?cid=57b733e352a843eab708ae2a3e3c30bc,Cigarettes After Sex,2017-06-09,10.0,https://i.scdn.co/image/ab67616d00001e0294d280f0006107be47bb4fe7,https://open.spotify.com/album/2mxFsS5yylSTHNivV53HoA,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
When We Were Young,4:50,82.0,4.0,https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU,https://p.scdn.co/mp3-preview/ea8ac619d6d59107c14c64273b35460063162a94?cid=57b733e352a843eab708ae2a3e3c30bc,25,2015-11-20,11.0,https://i.scdn.co/image/ab67616d00001e02f1ea3305aa003425dda05882,https://open.spotify.com/album/6TVfiWmo8KtflUAmkK9gGF,Adele,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY
Tatovering,4:29,34.0,12.0,https://open.spotify.com/track/7mjd0Q95zC2n4alr9IIxBU,https://p.scdn.co/mp3-preview/ad5d2aec6303f4578fcf3f2f229054c07d2e8b5a?cid=57b733e352a843eab708ae2a3e3c30bc,Nu,2016-01-29,14.0,https://i.scdn.co/image/ab67616d00001e0256fa5a6e75d94fda16dea799,https://open.spotify.com/album/7qtBJNru6rUUsY0lKsZYQz,Benal,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
Spice up your life,3:33,40.0,1.0,https://open.spotify.com/track/5IvT1R55n1gISGXAtlQjgg,https://p.scdn.co/mp3-preview/757d8573e488a2b9f4037731e3c67c65edb19472?cid=57b733e352a843eab708ae2a3e3c30bc,Spice up your life,2020-01-03,13.0,https://i.scdn.co/image/ab67616d00001e02cd2b08ba9d34c95a06e43e89,https://open.spotify.com/album/1hTutgJr19rKIosEEKlfdu,Benjamin Hav,https://open.spotify.com/artist/67pwWZtcg7U2P2keoeC9jW
Bare Sig Det' Jul,5:08,25.0,8.0,https://open.spotify.com/track/43e5E9Z7gZLriMrvC92Tbe,https://p.scdn.co/mp3-preview/cbdd8a704054af9bf91261732c11ca7dc75046c8?cid=57b733e352a843eab708ae2a3e3c30bc,Benjamin Og Albert,2018-11-02,10.0,https://i.scdn.co/image/ab67616d00001e02354c90ac13c9f27ffb7d57ab,https://open.spotify.com/album/6Md1v2OborR8cZ31eNqlbc,Benal,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
Under Din Sne,4:26,66.0,4.0,https://open.spotify.com/track/3LlqJkcXMBIAE5X1uUiZUN,https://p.scdn.co/mp3-preview/053c6375c03f963009e39ff87c870f9e9fbc91e8?cid=57b733e352a843eab708ae2a3e3c30bc,Infinity Action,2022-01-07,14.0,https://i.scdn.co/image/ab67616d00001e0273c4eed6dbfd71796bf1ff28,https://open.spotify.com/album/6GLTwo1oKgINl5zKMPuBWM,The Minds Of 99,https://open.spotify.com/artist/6GTwMrB4u3hwcUyc9sU1UL
Intro,3:08,14.0,1.0,https://open.spotify.com/track/5hR0GZK5OIjB2ySTUE7cS8,https://p.scdn.co/mp3-preview/f78095381fd22d6ba52095af278936ca5103cda4?cid=57b733e352a843eab708ae2a3e3c30bc,Nu,2016-01-29,14.0,https://i.scdn.co/image/ab67616d00001e0256fa5a6e75d94fda16dea799,https://open.spotify.com/album/7qtBJNru6rUUsY0lKsZYQz,Benal,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
Faithful (feat. Marc E. Bassy),4:26,67.0,13.0,https://open.spotify.com/track/3nEkblDKsOep9W5tjMOPti,https://p.scdn.co/mp3-preview/5026f55199e8526c5fd1d06f9dd663dd233000e0?cid=57b733e352a843eab708ae2a3e3c30bc,These Things Happen Too,2021-09-24,19.0,https://i.scdn.co/image/ab67616d00001e0216dc8a0abf2e3e40c84544f1,https://open.spotify.com/album/4j7Y3vNhgBBRAujJl85UDk,G-Eazy,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z
Man of Constant Sorrow,3:41,54.0,7.0,https://open.spotify.com/track/2cCbLVs1UlYPmvRjj666Uu,https://p.scdn.co/mp3-preview/85acbbfc552a5105ff30739fe57419b39af0731e?cid=57b733e352a843eab708ae2a3e3c30bc,Timeless,2017-09-22,14.0,https://i.scdn.co/image/ab67616d00001e02f4a1784917c4afee569d481c,https://open.spotify.com/album/1obOKQDdr6cbiHTcLAxVyy,Home Free,https://open.spotify.com/artist/2MSlGNpwXDScUdspOK6TS7
Bananbåden,4:35,19.0,2.0,https://open.spotify.com/track/6IMy0QKK39Esy7qipLzVFg,https://p.scdn.co/mp3-preview/9863f553a24b87b99b37feabd93ce848bfe19ecb?cid=57b733e352a843eab708ae2a3e3c30bc,Hiphop,2014-05-19,7.0,https://i.scdn.co/image/ab67616d00001e02acef1225cbf8b5ce5068d617,https://open.spotify.com/album/3ztY3wEwMdxsAysoUcn7PM,Benal,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
Ryst' Pagne,4:17,41.0,7.0,https://open.spotify.com/track/0J9W7441lP0XRAWfrrPaIj,https://p.scdn.co/mp3-preview/2e99ecbffdbb62d5c250c554791515cd94faa380?cid=57b733e352a843eab708ae2a3e3c30bc,Kiddæsancen,2014,10.0,https://i.scdn.co/image/ab67616d00001e02fd71dead080e994a8163024b,https://open.spotify.com/album/1jmbG577Uv7s9qwdclymmI,KIDD,https://open.spotify.com/artist/7Ap8xCd7d0xon5XnkLvn4i
