name,followers,popularity,genres,image_url,external_url
Snoop Dogg,7962000.0,88.0,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",https://i.scdn.co/image/ab676161000051749a398209a4ef3360dce2dec4,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG
The Notorious B.I.G.,7385338.0,82.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",https://i.scdn.co/image/9bb42de208edcb69653a8e7951fa93b13f598cdd,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb
G-Unit,1785301.0,66.0,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/883505d6cbdbbb54837b345a84722dc78764ab67,https://open.spotify.com/artist/6evKD5JWJON3qPBJtUEmtY
Ludacris,2343993.0,80.0,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/0515a0dfc9c25cd8290cc4be58abf6f66f21706a,https://open.spotify.com/artist/3ipn9JLAPI5GUEo4y4jcoi
B.o.B,1950629.0,77.0,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'pop rock', 'rap', 'southern hip hop']",https://i.scdn.co/image/ab676161000051748c518d4a4e60eff246453b0a,https://open.spotify.com/artist/5ndkK3dpZLKtBklKjxNQwT
Logic,5656098.0,82.0,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",https://i.scdn.co/image/ab67616100005174c0f43abdba90d508842d7367,https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L
Najaaraq & Lawaetz,6.0,0.0,[],,https://open.spotify.com/artist/2dKWE65mv0uVysnRRWfGRI
It's A Synth,165.0,0.0,[],https://i.scdn.co/image/ab67616d00001e0224c652e53311a022d745311a,https://open.spotify.com/artist/0i0rj9JYbofNxZ4o27j3J3
Rough Days For Diamond Trade,213.0,0.0,[],https://i.scdn.co/image/ab67616d00001e0228efa6656d5f5facfe867a13,https://open.spotify.com/artist/7teCdnN5fjBa5RtGZYVJnA
Mountain Folk,122.0,0.0,[],https://i.scdn.co/image/ab67616d00001e02023e8340ebca039f5fc3a2cf,https://open.spotify.com/artist/339Q9Gxh32KWd1CqFwEmRK
Noah Carter,25907.0,50.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174849f83b5b02ab146c2ba18b4,https://open.spotify.com/artist/2dfY7zXIP61MKHtD175hFp
Emil Stabil,22138.0,45.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174c2aa63d1407de084b61fb46b,https://open.spotify.com/artist/2toxhc2iSbFHWgy3VMnqR7
Lord Siva,28586.0,56.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051742c8532370fc4fea3b2dea5dc,https://open.spotify.com/artist/5SwsSD9zyWaWeVyK9qIW9l
Orgi-E,20353.0,45.0,['danish hip hop'],https://i.scdn.co/image/ab67616d00001e02b61e5c86b7713d162454fde2,https://open.spotify.com/artist/6CteMUxgJfozfwoRGRtCDs
Bogfinkevej,6171.0,34.0,['danish hip hop'],https://i.scdn.co/image/ab67616100005174a8aab55a23528c7eb089661d,https://open.spotify.com/artist/6sqESiip3bGRmC0DUu6640
Artigeardit,38009.0,64.0,['danish pop'],https://i.scdn.co/image/ab67616100005174f7718047aff08cb1ba7a2be2,https://open.spotify.com/artist/6a3WaWgxrVmNIvaiTCI0Kk
Sivas,56839.0,59.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051749966466b22a980d3e08ded9b,https://open.spotify.com/artist/3W7YeaPmcpi1UFutTF49kx
Citybois,33037.0,50.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051745dc31d05742bbb50280f4f65,https://open.spotify.com/artist/2GmsPqiejcB4bPdxJpkCh6
L.A. Knights,109.0,8.0,[],https://i.scdn.co/image/ab67616d00001e02e515a5b1a620543f49700d28,https://open.spotify.com/artist/3ZE7Ut4Sm9NUsMLpeQHd4S
De Danske Hyrder,23008.0,46.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174515b903a9166dc062af65743,https://open.spotify.com/artist/6Id4InLJZT9Gzsl6KrAqAN
Molo,36919.0,44.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174ddb7e9ea9f11683cde760d16,https://open.spotify.com/artist/3csOC04onTexmX4IHflqID
TopGunn,77516.0,55.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051741bb2a0387999bdcee88eff85,https://open.spotify.com/artist/4nXezpatStChCEWVvYLjd5
Rae Sremmurd,6789751.0,78.0,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab676161000051747cf71f9d765ad1e0f1d27ab3,https://open.spotify.com/artist/7iZtZyCzp3LItcw1wtPI3D
Huncho Jack,978314.0,62.0,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616d00001e02631973893e94d01cfcdf0e5e,https://open.spotify.com/artist/6extd4B6hl8VTmnlhpl2bY
Tyla Yaweh,424046.0,68.0,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",https://i.scdn.co/image/ab6761610000517494d8ae05000211513a087185,https://open.spotify.com/artist/1MXZ0hsGic96dWRDKwAwdr
Quality Control,975763.0,69.0,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616d00001e02f5c547a4335523f10a802f94,https://open.spotify.com/artist/6i392l38cR3uBPF0DbNs7S
6LACK,3404450.0,81.0,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",https://i.scdn.co/image/ab676161000051747a528fcb316c5b58d6be0511,https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83
A$AP Ferg,3271669.0,77.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",https://i.scdn.co/image/ab67616100005174f1122f644f19ba22750d2bd8,https://open.spotify.com/artist/5dHt1vcEm9qb8fCyLcB3HL
Desiigner,3340969.0,69.0,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",https://i.scdn.co/image/ab67616100005174c527efb478bf740148492e1b,https://open.spotify.com/artist/7pFeBzX627ff0VnN6bxPR4
Fetty Wap,4263551.0,75.0,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab676161000051748ffb1b02e4435c5176b28ed2,https://open.spotify.com/artist/6PXS4YHDkKvl1wkIl4V8DL
Quavo,5571208.0,82.0,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616100005174183948c3e9f7b459b2d6cd7a,https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5
SAINt JHN,831427.0,76.0,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",https://i.scdn.co/image/ab676161000051742a1356370e5fce1b25df0ac9,https://open.spotify.com/artist/0H39MdGGX6dbnnQPt6NQkZ
Lil Mosey,4422630.0,77.0,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",https://i.scdn.co/image/ab676161000051746363ba88283df039d680d42a,https://open.spotify.com/artist/5zctI4wO9XSKS8XwcnqEHk
PnB Rock,3274707.0,76.0,"['melodic rap', 'pop rap', 'r&b', 'rap', 'trap', 'vapor trap']",https://i.scdn.co/image/ab676161000051744962230cc9649e2083ac1665,https://open.spotify.com/artist/21WS9wngs9AqFckK7yYJPM
Jaden,1752648.0,76.0,"['pop', 'rap']",https://i.scdn.co/image/ab676161000051740376b56af63682d48579fa85,https://open.spotify.com/artist/0xOeVMOz2fVg5BJY3N6akT
benny blanco,881684.0,77.0,"['electropop', 'pop', 'pop rap']",https://i.scdn.co/image/ab67616100005174766d2fb038033d3fbde69f89,https://open.spotify.com/artist/5CiGnKThu5ctn9pBxv7DGa
Bazzi,4884110.0,78.0,"['dance pop', 'electropop', 'pop']",https://i.scdn.co/image/ab67616100005174e016d0d0b7f954032253ea7e,https://open.spotify.com/artist/4GvEc3ANtPPjt1ZJllr5Zl
G-Eazy,5032753.0,81.0,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",https://i.scdn.co/image/ab67616100005174e818f7ca0d47f038a9aa246a,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z
