song_name,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
STAY (with Justin Bieber),2:21,93.0,3.0,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,https://p.scdn.co/mp3-preview/dd4d8d66b97b6edcb5358135e72620715e1449f9?cid=57b733e352a843eab708ae2a3e3c30bc,F*CK LOVE 3: OVER YOU,2021-07-23,29.0,https://i.scdn.co/image/ab67616d00001e028e6551a2944764bc8e33a960,https://open.spotify.com/album/4bZJWQhHKJckFLJuYdvyX2,The Kid LAROI,https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J
"MHD: Bzrp Music Sessions, Vol. 44",2:53,66.0,1.0,https://open.spotify.com/track/4JC18crxRPZOuTqBfXKFIR,https://p.scdn.co/mp3-preview/fa4c78017b0e1b58f45364955e571b62f932df4b?cid=57b733e352a843eab708ae2a3e3c30bc,"MHD: Bzrp Music Sessions, Vol. 44",2021-09-15,1.0,https://i.scdn.co/image/ab67616d00001e02f82d224747b9769ed50ab90c,https://open.spotify.com/album/2r7IVQiJULrFYTN195Dtwo,Bizarrap,https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36
I'm Not Racist,6:48,58.0,1.0,https://open.spotify.com/track/0hL8yBivUahlm1rhQ1a0Xx,https://p.scdn.co/mp3-preview/06feb18dd8c1a98843eb6d55e6c55bd5f7c96bec?cid=57b733e352a843eab708ae2a3e3c30bc,I'm Not Racist,2017-12-04,1.0,https://i.scdn.co/image/ab67616d00001e0220233dee4663717e08b9037b,https://open.spotify.com/album/7GJWrKPkSxe6PNxd9L6Owo,Joyner Lucas,https://open.spotify.com/artist/6C1ohJrd5VydigQtaGy5Wa
Seasons (with Khalid),4:10,46.0,1.0,https://open.spotify.com/track/19tuFV8B1ckjHzdRrH6Bqs,https://p.scdn.co/mp3-preview/0b02940710cf73c04a1db27f18ad966f0345dabe?cid=57b733e352a843eab708ae2a3e3c30bc,Seasons (with Khalid),2019-08-09,1.0,https://i.scdn.co/image/ab67616d00001e02981621e27eaf58f47401cb4a,https://open.spotify.com/album/39g2Ja05Jgah0iO3TGI11f,6LACK,https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83
Old Town Road - Remix,2:37,83.0,1.0,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=57b733e352a843eab708ae2a3e3c30bc,7 EP,2019-06-21,8.0,https://i.scdn.co/image/ab67616d00001e02c0e7bf5cdd630f314f20586a,https://open.spotify.com/album/4IRiXE5NROxknUSAUSjMoO,Lil Nas X,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq
T-Pain,2:00,43.0,1.0,https://open.spotify.com/track/7mWm9dmaJfCcxPsTKyB60b,https://p.scdn.co/mp3-preview/faa46b7e9fd1a0d0509b49ad3fff7e05c690678c?cid=57b733e352a843eab708ae2a3e3c30bc,T-Pain,2021-08-06,1.0,https://i.scdn.co/image/ab67616d00001e024a5e3c88fbf8ed493bfc4376,https://open.spotify.com/album/3o1L41rBaXnFIvAqJDE0JU,Larry 44,https://open.spotify.com/artist/2ws8pkPraOgD2gzMM6hUsh
Milk and Honey,3:42,54.0,6.0,https://open.spotify.com/track/7noMTQDPvffmPOUIJ0J50E,https://p.scdn.co/mp3-preview/fc8cae2a6b066f950ef98d8658ef4cb560f53782?cid=57b733e352a843eab708ae2a3e3c30bc,Survival of the Fattest,2007,12.0,https://i.scdn.co/image/ab67616d00001e02e9113fc7c0e7edcfad6928fb,https://open.spotify.com/album/0zbLwMPa4449kmxgzhibdH,Prince Fatty,https://open.spotify.com/artist/2KQRgrZISaDwQNpiLUTAnr
ALT MED MÅDE (feat. KIDD),2:31,13.0,1.0,https://open.spotify.com/track/522FRPAfdN2Rp5DZuyTpty,https://p.scdn.co/mp3-preview/bcb0ccd22fcd27e67b3d504fd37644b54f89ee30?cid=57b733e352a843eab708ae2a3e3c30bc,ALT MED MÅDE (feat. KIDD),2021-01-29,1.0,https://i.scdn.co/image/ab67616d00001e0233e82db17cdcfd8a3378f06e,https://open.spotify.com/album/5QRZnJxRMCcPr1zzvCa8fe,Marwan,https://open.spotify.com/artist/485qSJLm5xb3tWRG9N7O4h
Rehab,4:54,70.0,10.0,https://open.spotify.com/track/5X3ahLXhOw16BR09GjYPUT,https://p.scdn.co/mp3-preview/ffc4f6e1b44dd7f2312bbe845a115afa47fa3981?cid=57b733e352a843eab708ae2a3e3c30bc,Good Girl Gone Bad: Reloaded,2008-06-02,15.0,https://i.scdn.co/image/ab67616d00001e02f9f27162ab1ed45b8d7a7e98,https://open.spotify.com/album/3JSWZWeTHF4HDGt5Eozdy7,Rihanna,https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H
Holy (feat. Chance The Rapper),3:32,80.0,1.0,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,https://p.scdn.co/mp3-preview/beb1ac2c4126da7b23f1e47069e541090e5e6637?cid=57b733e352a843eab708ae2a3e3c30bc,Holy,2020-09-18,1.0,https://i.scdn.co/image/ab67616d00001e02572c68f79b356c21202e248c,https://open.spotify.com/album/4hR7jjsPvRwwcHx8ntJSQS,Justin Bieber,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s
Whatcha Say,3:41,74.0,1.0,https://open.spotify.com/track/7xkQdy0cy5ymoWT7nedvLz,https://p.scdn.co/mp3-preview/9c0288e332c151689bf465a3f8b52a6c9d056e3a?cid=57b733e352a843eab708ae2a3e3c30bc,Jason Derulo (International),2010-02-26,10.0,https://i.scdn.co/image/ab67616d00001e02291365c950592bee8e415f63,https://open.spotify.com/album/0DEsmIQ5ir7tz52Nkf4i1K,Jason Derulo,https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y
Moonlight Sonata (3rd Movement),7:07,58.0,7.0,https://open.spotify.com/track/7wyOeWMb8aiR2qjdCEEYZJ,https://p.scdn.co/mp3-preview/b1d1619ab8b763464d6bdc11cf91994a92f8fe33?cid=57b733e352a843eab708ae2a3e3c30bc,Betoven - Best Piano Pieces,2020-03-06,19.0,https://i.scdn.co/image/ab67616d00001e02dc9a6325ec5630c8658d5010,https://open.spotify.com/album/417HhG8JiXnGEop7CRC30M,Betoven Collection,https://open.spotify.com/artist/5BWwOqYJwIlEbS858Kmh2E
Where Is The Love?,4:32,78.0,13.0,https://open.spotify.com/track/1FreAz1lmnDi5aKLB6GdFM,https://p.scdn.co/mp3-preview/650486205673ebd478e720d41ec1e31e6d549af8?cid=57b733e352a843eab708ae2a3e3c30bc,Elephunk,2003-01-01,14.0,https://i.scdn.co/image/ab67616d00001e0216600a80fdd9381eca5442f9,https://open.spotify.com/album/4jOESXHbPsfy1IYdyvwjYI,Black Eyed Peas,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS
Hookah,3:22,64.0,1.0,https://open.spotify.com/track/3qQ6WFhcAx6LOH1UHz1c0U,https://p.scdn.co/mp3-preview/3197d16f73a62f55a4dae5db43fa157d29fbe085?cid=57b733e352a843eab708ae2a3e3c30bc,Hookah,2014-01-01,1.0,https://i.scdn.co/image/ab67616d00001e02839ed848f33ed6ccf0df27a1,https://open.spotify.com/album/18G8ZHAbJBrSwP9IwlNJMG,Tyga,https://open.spotify.com/artist/5LHRHt1k9lMyONurDHEdrp
Angela,4:44,59.0,5.0,https://open.spotify.com/track/43AAJstcEBPh7H4AC0D6n1,https://p.scdn.co/mp3-preview/07bccbac742d4fb769c1ad2804d65bf01a67a72e?cid=57b733e352a843eab708ae2a3e3c30bc,Baby Teeth,2018-03-10,11.0,https://i.scdn.co/image/ab67616d00001e0239eda2e572bfe927237572e3,https://open.spotify.com/album/7KyoGRIcKFnpNH5ogORMLY,Flower Face,https://open.spotify.com/artist/0sYlth2PW1zWJMEU2vCukz
Levels - Radio Edit,3:19,81.0,1.0,https://open.spotify.com/track/5UqCQaDshqbIk3pkhy4Pjg,https://p.scdn.co/mp3-preview/15dbf3e09a8b51290922c8614e83ff934d514980?cid=57b733e352a843eab708ae2a3e3c30bc,Levels,2011-10-28,4.0,https://i.scdn.co/image/ab67616d00001e02ffb343926530168be4724dd4,https://open.spotify.com/album/1OEGfToF7QbjUgyxMAnGXg,Avicii,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6
Mirror,3:48,80.0,17.0,https://open.spotify.com/track/5hUYsaOyMY32yjRXeuQwGj,https://p.scdn.co/mp3-preview/3b0ee1357811db8779be7a27d31b669c5e1f26ee?cid=57b733e352a843eab708ae2a3e3c30bc,Tha Carter IV (Complete Edition),2011-08-29,21.0,https://i.scdn.co/image/ab67616d00001e02e80b258c7e0b318202870953,https://open.spotify.com/album/0pFydyko4Iw450abXlDPpp,Lil Wayne,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865
Woman,2:52,96.0,1.0,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,https://p.scdn.co/mp3-preview/5f583b2ce5aff7762b6611a85907d55349a62db1?cid=57b733e352a843eab708ae2a3e3c30bc,Planet Her,2021-06-25,14.0,https://i.scdn.co/image/ab67616d00001e024df3245f26298a1579ecc321,https://open.spotify.com/album/1nAQbHeOWTfQzbOoFrvndW,Doja Cat,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5
Gang Igen,1:46,19.0,1.0,https://open.spotify.com/track/2a4SReoE5mZ1yxG5UAQPOM,https://p.scdn.co/mp3-preview/ef567043692ffb7e48daa4f1cc477195a343df0a?cid=57b733e352a843eab708ae2a3e3c30bc,Gang Igen,2020-05-05,1.0,https://i.scdn.co/image/ab67616d00001e020a806401817425b8a27811dd,https://open.spotify.com/album/28dRjqlsmJ7GDeTTVMbzw6,KIDD,https://open.spotify.com/artist/7Ap8xCd7d0xon5XnkLvn4i
