name,followers,popularity,genres,image_url,external_url
Mowgli,4731.0,50.0,['danish hip hop'],https://i.scdn.co/image/ab67616100005174161e66e43b4fbe9e7ae0cf36,https://open.spotify.com/artist/1dMKCVDiKj96gvK3Agana5
Michael Jackson,22040634.0,85.0,"['pop', 'r&b', 'soul']",https://i.scdn.co/image/ab67616100005174a2a0b9e3448c1e702de9dc90,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm
The Weeknd,42765309.0,98.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",https://i.scdn.co/image/ab676161000051742f71b65ef483ed75a8b40437,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ
The Kid LAROI,3454148.0,88.0,['australian hip hop'],https://i.scdn.co/image/ab6761610000517470783ea42c106f3f325f53af,https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J
Menke,7648.0,39.0,['swedish folk pop'],https://i.scdn.co/image/ab676161000051744377bb3b0404ad6c18770013,https://open.spotify.com/artist/56fiEsX7uP1maw2NajHZXJ
ICEKIID,38894.0,58.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051749081769aec1a4e062322f97c,https://open.spotify.com/artist/3RYYha3CC7js2PHbcBHewt
Natasja,39727.0,56.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051744bb1745aae5513be02082cff,https://open.spotify.com/artist/73O5T44Ui5WqxtW6S5JENA
Post Malone,36227398.0,91.0,"['dfw rap', 'melodic rap', 'rap']",https://i.scdn.co/image/ab67616100005174e07d6b0f2fcc2f2ba6bdc3ce,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60
Mac Miller,7190181.0,88.0,"['hip hop', 'pittsburgh rap', 'rap']",https://i.scdn.co/image/ab67616100005174ed3b89aa602145fde71a163a,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U
Doja Cat,16644518.0,94.0,"['dance pop', 'pop']",https://i.scdn.co/image/ab67616100005174727a2ac15afe659be999beba,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5
KESI,126488.0,64.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174e430ad053e5a99dd76c66f8b,https://open.spotify.com/artist/2d7AMvzFwh5wUTuqQl3BAE
Saint Cava,5350.0,26.0,"['scandinavian r&b', 'vapor pop']",https://i.scdn.co/image/ab67616100005174cb54a2a2be780f8ddf092b9e,https://open.spotify.com/artist/5jHcWYiZoV18ALtgTjirLW
A$AP Rocky,10804987.0,86.0,"['east coast hip hop', 'hip hop', 'rap', 'trap']",https://i.scdn.co/image/ab676161000051746d5529e3962a16bd267bfeb2,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca
Daniel Caesar,3148935.0,82.0,"['canadian contemporary r&b', 'pop', 'r&b']",https://i.scdn.co/image/ab67616100005174718d4447dae6ba98072371f2,https://open.spotify.com/artist/20wkVLutqVOYrc0kxFs7rA
Pink Floyd,16563121.0,82.0,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",https://i.scdn.co/image/d011c95081cd9a329e506abd7ded47535d524a07,https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9
Gilli,186866.0,70.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174103ef02f1e8666e944f2ce7b,https://open.spotify.com/artist/2KbikmQKGiUPR2ARs1h0sq
Ghost Stories,18918.0,51.0,['euphoric hardstyle'],https://i.scdn.co/image/ab676161000051741097c1de4bbbd626af1a1c2b,https://open.spotify.com/artist/6J6UF3GqOLdt6f4gfazSzf
Kendrick Lamar,19559383.0,91.0,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",https://i.scdn.co/image/ab67616100005174ee29d711d7afd1e882486e1a,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg
Miles Davis,2260599.0,65.0,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",https://i.scdn.co/image/a318c54208af38364d131a54ced2416423696018,https://open.spotify.com/artist/0kbYTNQb4Pb1rPbbaF0pT4
James Blake,1255328.0,73.0,"['alternative r&b', 'indie soul', 'uk alternative pop']",https://i.scdn.co/image/ab67616100005174568ef832399d06317da80a85,https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU
Russ,4331027.0,82.0,"['hawaiian hip hop', 'rap']",https://i.scdn.co/image/ab67616100005174179f481acb9c0fcaa522b80e,https://open.spotify.com/artist/1z7b1Pr1rSlvWRzsW3HOrS
Artigeardit,38009.0,64.0,['danish pop'],https://i.scdn.co/image/ab67616100005174f7718047aff08cb1ba7a2be2,https://open.spotify.com/artist/6a3WaWgxrVmNIvaiTCI0Kk
MellemFingaMuzik,39550.0,52.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051740b8b04f2389d2bea05a62631,https://open.spotify.com/artist/6aAQxKW3u9K01sGfdMm5DD
Johnson,20260.0,45.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051749c6a7ecff04e86202252c1e4,https://open.spotify.com/artist/4w1fUgGXRGXhhnTAxjtxfS
Hva Snakker Du Om?,3816.0,38.0,"['classic danish pop', 'danish hip hop', 'dansk comedy']",https://i.scdn.co/image/ab67616d00001e02f42908ab1ca70ff916a64d08,https://open.spotify.com/artist/6cD6zHzod1pg68dRitjQDU
