song_name,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
Been On,3:28,57.0,13.0,https://open.spotify.com/track/4jURQLDdnZp6l3PsvxJaZk,https://p.scdn.co/mp3-preview/4f62d225780374a7a31a8224a3b27b41b25cd773?cid=57b733e352a843eab708ae2a3e3c30bc,These Things Happen,2014-06-20,16.0,https://i.scdn.co/image/ab67616d00001e02bdfe4efd674482cf5ac88c99,https://open.spotify.com/album/6wDc63NhKy2PyXdbhkRmrl,G-Eazy,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z
OTW,4:23,77.0,1.0,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,https://p.scdn.co/mp3-preview/809f303d112c4a0485d27a5246d987d6629056aa?cid=57b733e352a843eab708ae2a3e3c30bc,OTW,2018-04-20,1.0,https://i.scdn.co/image/ab67616d00001e029766f79668e76238a1c13e2c,https://open.spotify.com/album/0c4JocKlxYfBjZep8TJkcI,Khalid,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny
A-O-K,2:53,60.0,1.0,https://open.spotify.com/track/4CbrNGvwVjneG8Nk9YQqMR,,A-O-K,2021-05-06,2.0,https://i.scdn.co/image/ab67616d00001e02728ea3f8c7538900b8aef9fa,https://open.spotify.com/album/3A8u7ZzojDwy7GlCJphBQR,Tai Verdes,https://open.spotify.com/artist/2kCO8LXN1usaOPL3iEE28I
"Dear Maria, Count Me In",3:02,81.0,6.0,https://open.spotify.com/track/0JJP0IS4w0fJx01EcrfkDe,https://p.scdn.co/mp3-preview/ab48edf9ff294030c5371f0786c0304002511a72?cid=57b733e352a843eab708ae2a3e3c30bc,"So Wrong, It's Right",2007-09-25,12.0,https://i.scdn.co/image/ab67616d00001e02c8913cd7b91bb7f6bbbec305,https://open.spotify.com/album/0H4ELcHequ3OligrjWfrZP,All Time Low,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo
The Art Of Creation,4:01,35.0,9.0,https://open.spotify.com/track/5MxMBEwBjRzFDHc3GRNEG9,https://p.scdn.co/mp3-preview/e974263298e8ba87508da5472a704125d71978dd?cid=57b733e352a843eab708ae2a3e3c30bc,Project One,2008-07-11,13.0,https://i.scdn.co/image/ab67616d00001e0267c7b722fb1f6971b9b0f4f6,https://open.spotify.com/album/42CUJdPapdU3wekfWmt1Ro,Wildstylez,https://open.spotify.com/artist/0wr85NuJuAYZsRzP1lJgiV
So High (feat. Ghost Loft),4:09,71.0,10.0,https://open.spotify.com/track/0odHj0qIf86vHBsXB30IkZ,https://p.scdn.co/mp3-preview/d03fe8c0132a2d4deb749e8f420f44a95c213458?cid=57b733e352a843eab708ae2a3e3c30bc,Blacc Hollywood (Deluxe),2014-08-19,15.0,https://i.scdn.co/image/ab67616d00001e0227ed4f26fa2bfbd714dba7dd,https://open.spotify.com/album/2pl9PVgr8QFKRGY0HY69GI,Wiz Khalifa,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop
Man of Constant Sorrow,3:41,54.0,7.0,https://open.spotify.com/track/2cCbLVs1UlYPmvRjj666Uu,https://p.scdn.co/mp3-preview/85acbbfc552a5105ff30739fe57419b39af0731e?cid=57b733e352a843eab708ae2a3e3c30bc,Timeless,2017-09-22,14.0,https://i.scdn.co/image/ab67616d00001e02f4a1784917c4afee569d481c,https://open.spotify.com/album/1obOKQDdr6cbiHTcLAxVyy,Home Free,https://open.spotify.com/artist/2MSlGNpwXDScUdspOK6TS7
Solo Guai,2:47,55.0,1.0,https://open.spotify.com/track/5kf8d9DoYJbQmiaYjsPobn,https://p.scdn.co/mp3-preview/02a7ac41c1898a9367bb8e52f6bd45fd84c9b6be?cid=57b733e352a843eab708ae2a3e3c30bc,Polaroid 2.0,2018-02-16,14.0,https://i.scdn.co/image/ab67616d00001e02cf431bdf2803b80d4225da04,https://open.spotify.com/album/3RPTwOmoZNB0gNyUKscixz,Carl Brave x Franco126,https://open.spotify.com/artist/6p2OF8M4ob4KovaU0SUX4b
Sanguine Paradise,4:03,77.0,1.0,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,https://p.scdn.co/mp3-preview/26462b5ccbae45673ca15b59b5c52a7d50103e50?cid=57b733e352a843eab708ae2a3e3c30bc,Sanguine Paradise,2019-04-09,1.0,https://i.scdn.co/image/ab67616d00001e0234bf16d92ae11f8d3eadf295,https://open.spotify.com/album/49K82qcZN4u109e6Zw8io1,Lil Uzi Vert,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz
Hentai,4:45,59.0,6.0,https://open.spotify.com/track/4SjEdGI6Otmo5DRxAXKS9o,https://p.scdn.co/mp3-preview/a49757a2e97effac70d82dea58fbd429aa5b53f3?cid=57b733e352a843eab708ae2a3e3c30bc,Cry,2019-10-25,9.0,https://i.scdn.co/image/ab67616d00001e02b0d93d82c831a2655e32762e,https://open.spotify.com/album/4uQ5kFmXQdCxz3WvM4UUzy,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
Stan,6:44,88.0,3.0,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz,https://p.scdn.co/mp3-preview/bf13d42615a883ac55907ff694c267b2494a2376?cid=57b733e352a843eab708ae2a3e3c30bc,The Marshall Mathers LP,2000-05-23,18.0,https://i.scdn.co/image/ab67616d00001e02dbb3dd82da45b7d7f31b1b42,https://open.spotify.com/album/6t7956yu5zYf5A829XRiHC,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR
Paradise City,6:45,81.0,6.0,https://open.spotify.com/track/3YBZIN3rekqsKxbJc9FZko,https://p.scdn.co/mp3-preview/681ae273ca97ee01e22764f4c4f6cabe890c761c?cid=57b733e352a843eab708ae2a3e3c30bc,Appetite For Destruction,1987-07-21,12.0,https://i.scdn.co/image/ab67616d00001e0268384dd85fd5e95831252f60,https://open.spotify.com/album/3I9Z1nDCL4E0cP62flcbI5,Guns N' Roses,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC
BOYTOY,2:37,51.0,1.0,https://open.spotify.com/track/5u0rw9MFwBZQRQkhUu7qSv,https://p.scdn.co/mp3-preview/d76e27174646d286c1e5f6f6fb747453d2cf4104?cid=57b733e352a843eab708ae2a3e3c30bc,BOYTOY,2021-08-26,3.0,https://i.scdn.co/image/ab67616d00001e02457bf610cff9bc138ba5dffd,https://open.spotify.com/album/4ZfS9QRGa1mVIHpPbJkczx,Ude Af Kontrol,https://open.spotify.com/artist/2ZbyyCS8KLKsuoNlxc76Ev
"Recognize (with Mercer, feat. Majid Jordan) - Mercer Remix",4:36,43.0,1.0,https://open.spotify.com/track/366EdrGaHsiq1JLEr9UUiJ,https://p.scdn.co/mp3-preview/a2e8a2f91c2145c52be968071f84ec50bc3f3121?cid=57b733e352a843eab708ae2a3e3c30bc,"Recognize (with Mercer, feat. Majid Jordan) [Mercer Remix]",2019-09-27,1.0,https://i.scdn.co/image/ab67616d00001e028da21c0da6566b926b7dea6b,https://open.spotify.com/album/4yAElr6AmHVYHOgC3c0sKk,DJ Snake,https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4
Op med ho'det,2:40,46.0,4.0,https://open.spotify.com/track/2hj4INbCeEhiYsuBgAoNc8,https://p.scdn.co/mp3-preview/7872c3ea0ede46bd83af5cb25e218cd55045399c?cid=57b733e352a843eab708ae2a3e3c30bc,I Danmark er jeg født,2007-09-24,11.0,https://i.scdn.co/image/ab67616d00001e028c7d9b497c318a7be3e87986,https://open.spotify.com/album/4q1eenbT0SY5ShmDQGyxN1,Natasja,https://open.spotify.com/artist/73O5T44Ui5WqxtW6S5JENA
Ill Mind of Hopsin 5,4:49,64.0,1.0,https://open.spotify.com/track/7dDLHlyZJBqEWSndlPWyCT,https://p.scdn.co/mp3-preview/bb70679f5c0ca88ab2f0f84c661df636dfefbcfa?cid=57b733e352a843eab708ae2a3e3c30bc,Ill Mind of Hopsin 5 - Single,2012-07-17,1.0,https://i.scdn.co/image/ab67616d00001e024f1dab8c832d312591947bf9,https://open.spotify.com/album/5kRhn7K8D7txVpIGGWfVCu,Hopsin,https://open.spotify.com/artist/7EWU4FhUJM1sZQgQKdENeT
